busco_id	scf	length	assignment	assignment_group	fction
79760at50557	NODE_9627:729-5789	257	AX	AX-L-L	Arp2/3 complex 34 kDa subunit
79760at50557	NODE_10131:805-2904	257	L	AX-L-L	Arp2/3 complex 34 kDa subunit
79760at50557	NODE_2771:15165-17625	257	L	AX-L-L	Arp2/3 complex 34 kDa subunit
80008at50557	NODE_2062:2477-5045	522	AX	AX	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
80072at50557	NODE_3571:8582-10014	322	AX	AX	replication factor C subunit 3
80239at50557	NODE_2614:10083-12055	213	AX	AX	presenilins-associated rhomboid-like protein, mitochondrial
80377at50557	NODE_6250:1822-3575	279	L	AX-L	U5 small nuclear ribonucleoprotein 40 kDa protein
80377at50557	NODE_17934:1676-3699	279	AX	AX-L	U5 small nuclear ribonucleoprotein 40 kDa protein
80387at50557	NODE_1609:25052-30315	153	AX	AX	Insect cuticle protein
80522at50557	NODE_1262:14591-17352	294	AX	AX	tubulin-specific chaperone C
80623at50557	NODE_31635:316-1995	292	AX	AX	Rho GTPase-activating protein 19
80653at50557	NODE_8657:7605-10357	260	AX	AX	arrestin domain-containing protein 2
80686at50557	NODE_1779:545-3035	291	AX	AX	GDP-fucose protein O-fucosyltransferase 1
80758at50557	NODE_2374:5614-14815	281	AX	AX	transcription initiation factor IIB
80760at50557	NODE_15262:994-2315	236	AX	AX-L	26S proteasome non-ATPase regulatory subunit 14
80760at50557	NODE_2771:5801-17625	221	L	AX-L	26S proteasome non-ATPase regulatory subunit 14
80996at50557	NODE_11823:5357-8155	233	AX	AX	Methyltransferase-like protein
81037at50557	NODE_8912:6155-11090	144	AX	AX	LysM and putative peptidoglycan-binding domain-containing protein 2
81145at50557	NODE_852:50649-53328	205	L	L	ras-related GTP-binding protein A
81330at50557	NODE_4645:18534-20146	360	Lk	AX-L-Lk	trafficking protein particle complex subunit 13
81330at50557	NODE_505:16850-25152	356	L	AX-L-Lk	trafficking protein particle complex subunit 13
81330at50557	NODE_9531:175-2262	360	AX	AX-L-Lk	trafficking protein particle complex subunit 13
81367at50557	NODE_5625:3696-6823	321	AX	AX	Presenilin
81462at50557	NODE_493:57808-61190	209	AX	AX-L	diphthine methyltransferase
81462at50557	NODE_165:82592-84038	200	L	AX-L	diphthine methyltransferase
81510at50557	NODE_5837:7437-9955	281	L	L	asparagine synthetase domain-containing protein 1
81697at50557	NODE_2129:28125-31913	231	AX	AX-L	CAAX prenyl protease 2
81697at50557	NODE_979:42862-48372	231	L	AX-L	CAAX prenyl protease 2
81782at50557	NODE_6674:8518-11249	233	Lk	AX-Lk	Deoxyhypusine hydroxylase
81782at50557	NODE_1898:27031-28925	235	AX	AX-Lk	Deoxyhypusine hydroxylase
81919at50557	NODE_28459:1-2035	169	AX	AX-L	solute carrier family 35 member C2
81919at50557	NODE_1510:10746-22315	233	L	AX-L	solute carrier family 35 member C2
82016at50557	NODE_7794:7804-11771	335	AX	AX	ADP-ribosylation factor GTPase-activating protein 1 isoform X1
82078at50557	NODE_68:49207-51334	362	L	AX-L	bifunctional coenzyme A synthase
82078at50557	NODE_9052:7603-11499	359	AX	AX-L	bifunctional coenzyme A synthase
82718at50557	NODE_7084:8293-14430	294	AX	AX	peptide-N(4)-(N-acetyl-beta- glucosaminyl)asparagine amidase
83087at50557	NODE_7060:611-2674	248	AX	AX	activating signal cointegrator 1
83145at50557	NODE_5274:7756-14502	248	AX	AX	syntaxin-18
83301at50557	NODE_366:60345-62147	249	L	AX-L-L	ubiA prenyltransferase domain-containing protein 1 homolog
83301at50557	NODE_1788:6941-11304	249	AX	AX-L-L	ubiA prenyltransferase domain-containing protein 1 homolog
83301at50557	NODE_1004:35708-39373	249	L	AX-L-L	ubiA prenyltransferase domain-containing protein 1 homolog
83312at50557	NODE_2380:17767-28425	285	AX	AX-L	alpha-2-macroglobulin receptor-associated protein
83312at50557	NODE_32:55314-61818	271	L	AX-L	alpha-2-macroglobulin receptor-associated protein
83323at50557	NODE_29752:1-2407	287	AX	AX	minor histocompatibility antigen H13
83433at50557	NODE_1476:4076-10727	186	AX	AX	RNA-binding domain superfamily
83523at50557	NODE_26632:473-2947	469	AX	AX-L	glutathione S-transferase C-terminal domain-containing protein homolog
83523at50557	NODE_128:5635-8435	496	L	AX-L	glutathione S-transferase C-terminal domain-containing protein homolog
83548at50557	NODE_94:71193-80298	231	L	AX-L	dolichyl-phosphate beta-glucosyltransferase
83548at50557	NODE_7318:5413-12975	238	AX	AX-L	dolichyl-phosphate beta-glucosyltransferase
83686at50557	NODE_3361:21624-24541	229	AX	AX	coiled-coil domain-containing protein 130 homolog
83860at50557	NODE_2883:396-2598	316	AX	AX-L-L	28S ribosomal protein S29, mitochondrial
83860at50557	NODE_1265:22582-23911	319	L	AX-L-L	28S ribosomal protein S29, mitochondrial
83860at50557	NODE_914:36111-39077	319	L	AX-L-L	28S ribosomal protein S29, mitochondrial
84057at50557	NODE_8591:5716-8985	186	AX	AX	protein AATF
84083at50557	NODE_7739:9106-13049	271	AX	AX	Cytoplasmic tRNA 2-thiolation protein 1
84147at50557	NODE_11883:6827-8725	315	L	AX-L	PCI domain-containing protein 2
84147at50557	NODE_21188:1265-2925	306	AX	AX-L	PCI domain-containing protein 2
84237at50557	NODE_1509:1-1447	231	L	L	3-ketodihydrosphingosine reductase
84251at50557	NODE_9073:324-1570	317	AX	AX-L	protein FAM50 homolog
84251at50557	NODE_8671:4966-6169	302	L	AX-L	protein FAM50 homolog
84269at50557	NODE_6810:286-10932	299	AX	AX	MAP kinase-activated protein kinase 2
84585at50557	NODE_4615:14784-20078	436	L	AX-L	Conserved oligomeric Golgi complex subunit 8
84585at50557	NODE_2662:6626-8521	436	AX	AX-L	Conserved oligomeric Golgi complex subunit 8
84610at50557	NODE_6535:1413-2737	247	AX	AX	spermidine synthase
84764at50557	NODE_2407:5632-7055	280	L	AX-L	cyclin-dependent kinase 7
84764at50557	NODE_18849:576-3763	280	AX	AX-L	cyclin-dependent kinase 7
85095at50557	NODE_18624:1016-4213	162	AX	AX-L	transcription factor MafB
85095at50557	NODE_5473:8171-17505	151	L	AX-L	transcription factor MafB
85318at50557	NODE_2636:5796-7826	235	L	L-L-Lk	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
85318at50557	NODE_128:15067-16726	235	L	L-L-Lk	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
85318at50557	NODE_1681:9981-13971	235	Lk	L-L-Lk	BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 3
85463at50557	NODE_388:66731-71427	180	L	L	RING finger protein 121
85561at50557	NODE_19465:2626-3892	227	AX	AX-L	DNA-directed RNA polymerase II subunit RPB3
85561at50557	NODE_3949:1-1335	227	L	AX-L	DNA-directed RNA polymerase II subunit RPB3
85876at50557	NODE_3378:5564-7255	276	Lk	AX-Lk	60S acidic ribosomal protein P0
85876at50557	NODE_29921:1491-2507	238	AX	AX-Lk	60S acidic ribosomal protein P0
85889at50557	NODE_1247:42133-44103	230	AX	AX-Lk	syntaxin-5
85889at50557	NODE_500:54605-57206	236	Lk	AX-Lk	syntaxin-5
85903at50557	NODE_29567:1022-2496	319	AX	AX-L-L	vacuolar protein-sorting-associated protein 36
85903at50557	NODE_5120:13583-14967	321	L	AX-L-L	vacuolar protein-sorting-associated protein 36
85903at50557	NODE_352:63391-72595	292	L	AX-L-L	vacuolar protein-sorting-associated protein 36
86015at50557	NODE_24878:392-3385	137	AX	AX	S-adenosylmethionine decarboxylase proenzyme
86043at50557	NODE_13238:1016-5847	289	AX	AX-L	prolactin regulatory element-binding protein
86043at50557	NODE_1664:27423-36816	288	L	AX-L	prolactin regulatory element-binding protein
86065at50557	NODE_8539:194-3095	391	AX	AX	microfibrillar-associated protein 1
86246at50557	NODE_5884:571-7285	191	AX	AX	tRNA-splicing endonuclease subunit Sen2
86488at50557	NODE_4695:1-5745	239	AX	AX	Acyl-CoA N-acyltransferase
86592at50557	NODE_13361:949-7655	182	AX	AX	HSPB1-associated protein 1
86655at50557	NODE_978:32886-34703	254	L	AX-L	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase
86655at50557	NODE_3594:14974-21081	238	AX	AX-L	U6 small nuclear RNA (adenine-(43)-N(6))-methyltransferase
86747at50557	NODE_11030:2366-9304	150	AX	AX	hsp70-binding protein 1
86748at50557	NODE_10979:691-3875	298	AX	AX	60S ribosomal protein L4
87041at50557	NODE_6275:13209-15837	304	AX	AX	Flap endonuclease 1
87063at50557	NODE_3756:10619-19408	326	AX	AX	suppressor APC domain-containing protein 2
87106at50557	NODE_3403:14939-20171	590	AX	AX-L	RNA polymerase II subunit A C-terminal domain phosphatase
87106at50557	NODE_77:109187-112954	525	L	AX-L	RNA polymerase II subunit A C-terminal domain phosphatase
87144at50557	NODE_6391:14394-15723	229	L	L	CDK-activating kinase assembly factor MAT1
87181at50557	NODE_8842:6992-11992	255	L	AX-L	splicing factor 1
87181at50557	NODE_170:1-3369	225	AX	AX-L	splicing factor 1
87421at50557	NODE_1831:32629-34348	227	AX	AX-L	JNK1/MAPK8-associated membrane protein
87421at50557	NODE_1444:11503-13062	227	L	AX-L	JNK1/MAPK8-associated membrane protein
87518at50557	NODE_2395:16363-20499	162	L	AX-L	Repressor of RNA polymerase III transcription MAF1
87518at50557	NODE_12533:4469-7005	157	AX	AX-L	Repressor of RNA polymerase III transcription MAF1
87565at50557	NODE_620:16545-22156	305	AX	AX	Palmitoyltransferase
87712at50557	NODE_35860:32-1803	307	AX	AX	NADH dehydrogenase
87750at50557	NODE_1779:4536-8697	580	AX	AX	golgin subfamily A member 2
87828at50557	NODE_377:12098-13587	239	L	AX-L	Sin3 histone deacetylase corepressor complex component SDS3
87828at50557	NODE_16954:4047-5325	232	AX	AX-L	Sin3 histone deacetylase corepressor complex component SDS3
88202at50557	NODE_915:45117-49808	241	AX	AX	39S ribosomal protein L15, mitochondrial
88227at50557	NODE_10376:4716-8446	246	AX	AX-L-L	growth hormone-inducible transmembrane protein
88227at50557	NODE_445:761-2735	246	L	AX-L-L	growth hormone-inducible transmembrane protein
88227at50557	NODE_6624:1197-2689	246	L	AX-L-L	growth hormone-inducible transmembrane protein
88391at50557	NODE_24950:1-2329	215	AX	AX	lipid storage droplets surface-binding protein 1
88774at50557	NODE_19950:1-4603	176	AX	AX-L	Inhibitor of growth protein
88774at50557	NODE_2137:15995-17613	177	L	AX-L	Inhibitor of growth protein
88846at50557	NODE_6363:10750-13018	240	AX	AX	dnaJ homolog subfamily C member 1
88991at50557	NODE_3504:1423-5060	220	AX	AX-L	probable splicing factor, arginine/serine-rich 7
88991at50557	NODE_7784:9309-13085	220	L	AX-L	probable splicing factor, arginine/serine-rich 7
89033at50557	NODE_13207:4395-6835	254	AX	AX	translation initiation factor eIF-2B subunit alpha
89057at50557	NODE_200:29006-30686	271	L	AX-L-L-L	eukaryotic translation initiation factor 2 subunit 1
89057at50557	NODE_200:21776-28193	271	L	AX-L-L-L	eukaryotic translation initiation factor 2 subunit 1
89057at50557	NODE_22:20780-22349	270	L	AX-L-L-L	eukaryotic translation initiation factor 2 subunit 1
89057at50557	NODE_1745:3349-5295	271	AX	AX-L-L-L	eukaryotic translation initiation factor 2 subunit 1
89079at50557	NODE_209:22052-23711	247	L	AX-L	ubiquitin-like protein 7
89079at50557	NODE_22746:1787-3505	231	AX	AX-L	ubiquitin-like protein 7
89121at50557	NODE_639:29069-38901	268	L	L	Bardet-Biedl syndrome 4 protein homolog
89135at50557	NODE_16091:617-2725	250	L	AX-L	Ubiquitin-associated domain
89135at50557	NODE_8621:328-2305	215	AX	AX-L	Ubiquitin-associated domain
89141at50557	NODE_3505:8718-11586	226	AX	AX	F-actin-capping protein subunit beta
89317at50557	NODE_7995:8202-12551	193	L	L	Chitin binding domain
89383at50557	NODE_622:4696-13524	191	L	AX-L	glucoside xylosyltransferase 1
89383at50557	NODE_4588:4424-7205	192	AX	AX-L	glucoside xylosyltransferase 1
89433at50557	NODE_17089:1476-3731	557	AX	AX	protein PTCD3 homolog, mitochondrial
89456at50557	NODE_15:89285-104335	218	L	L	GTPase Era, mitochondrial
89483at50557	NODE_13517:1286-3085	161	AX	AX-L	Ribosome biogenesis regulatory protein
89483at50557	NODE_4218:16710-19965	161	L	AX-L	Ribosome biogenesis regulatory protein
89725at50557	NODE_5611:12312-13515	186	L	AX-L	Cytochrome c heme lyase
89725at50557	NODE_8483:679-2925	182	AX	AX-L	Cytochrome c heme lyase
89752at50557	NODE_1718:31876-34548	153	L	AX-L	eukaryotic translation initiation factor 2 subunit 2
89752at50557	NODE_7835:3245-11715	137	AX	AX-L	eukaryotic translation initiation factor 2 subunit 2
90128at50557	NODE_2291:2616-7017	233	AX	AX	trimeric intracellular cation channel type B
90145at50557	NODE_5213:8435-18318	146	AX	AX-Lk	checkpoint protein HUS1
90145at50557	NODE_1756:20515-28904	127	Lk	AX-Lk	checkpoint protein HUS1
90169at50557	NODE_19184:242-2708	223	AX	AX	seipin
90208at50557	NODE_34518:317-1768	285	AX	AX	ubiquitin-like modifier-activating enzyme 5
90265at50557	NODE_1831:27906-29605	189	AX	AX	pre-mRNA-splicing factor ISY1 homolog
90358at50557	NODE_260:69156-70770	272	L	AX-L	angio-associated migratory cell protein
90358at50557	NODE_28479:290-2439	274	AX	AX-L	angio-associated migratory cell protein
90369at50557	NODE_22068:1-4035	280	AX	AX	Iron hydrogenase
90505at50557	NODE_1777:24619-29252	356	L	L-L	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like
90505at50557	NODE_1912:17815-24618	357	L	L-L	serine/threonine-protein phosphatase 2A regulatory subunit B'' subunit gamma-like
90549at50557	NODE_93:62364-63791	208	L	AX-L	Carbonic anhydrase
90549at50557	NODE_1193:17018-21582	208	AX	AX-L	Carbonic anhydrase
90640at50557	NODE_11070:5596-8990	212	AX	AX	28S ribosomal protein S22, mitochondrial
90686at50557	NODE_13141:756-5134	321	AX	AX	probable G-protein coupled receptor Mth-like 5
90744at50557	NODE_1714:7010-8265	258	Lk	AX-L-Lk	26S proteasome non-ATPase regulatory subunit 7
90744at50557	NODE_421:25675-27151	248	AX	AX-L-Lk	26S proteasome non-ATPase regulatory subunit 7
90744at50557	NODE_248:67736-69879	249	L	AX-L-Lk	26S proteasome non-ATPase regulatory subunit 7
90774at50557	NODE_19448:1136-3858	149	AX	AX	Uncharacterized protein, isoform A
90885at50557	NODE_290:8134-9365	253	L	AX-L-L	SAGA-associated factor 29
90885at50557	NODE_19320:3129-4545	256	AX	AX-L-L	SAGA-associated factor 29
90885at50557	NODE_7853:8595-10279	252	L	AX-L-L	SAGA-associated factor 29
90950at50557	NODE_10176:7538-9345	293	AX	AX	RAB6A-GEF complex partner protein 2
91349at50557	NODE_8331:10126-12085	250	AX	AX-Lk	8-oxo-dGDP phosphatase NUDT18
91349at50557	NODE_9061:5616-11564	211	Lk	AX-Lk	8-oxo-dGDP phosphatase NUDT18
91571at50557	NODE_1726:28739-30473	213	Lk	AX-Lk	adapter molecule Crk
91571at50557	NODE_5393:966-7534	213	AX	AX-Lk	adapter molecule Crk
91616at50557	NODE_517:11236-19419	221	L	AX-L	IST1 homolog
91616at50557	NODE_23564:501-3591	183	AX	AX-L	IST1 homolog
91691at50557	NODE_79:88948-97079	179	L	AX-L	N-alpha-acetyltransferase 60
91691at50557	NODE_3160:1366-11222	183	AX	AX-L	N-alpha-acetyltransferase 60
91696at50557	NODE_3590:9866-11381	186	L	AX-AX-L	Phosphomannomutase
91696at50557	NODE_28835:1616-2530	186	AX	AX-AX-L	Phosphomannomutase
91696at50557	NODE_6297:6665-7735	186	AX	AX-AX-L	Phosphomannomutase
91911at50557	NODE_9648:9355-10832	207	AX	AX-AX	40S ribosomal protein SA
91911at50557	NODE_20319:1544-4245	208	AX	AX-AX	40S ribosomal protein SA
91957at50557	NODE_9890:4642-10322	288	AX	AX	RILP-like protein homolog isoform X1
92128at50557	NODE_16545:636-2529	340	AX	AX	histone-lysine N-methyltransferase SMYD3
92202at50557	NODE_1706:6916-7959	225	L	AX-L	39S ribosomal protein L4, mitochondrial
92202at50557	NODE_27850:616-1593	225	AX	AX-L	39S ribosomal protein L4, mitochondrial
92311at50557	NODE_1256:30303-32080	230	AX	AX	deoxyribose-phosphate aldolase
92412at50557	NODE_2159:9995-14952	415	AX	AX	uncharacterized protein LOC111028349
92555at50557	NODE_3362:24117-25263	76	AX	AX-L	dehydrodolichyl diphosphate synthase complex subunit NUS1
92555at50557	NODE_338:35415-37062	76	L	AX-L	dehydrodolichyl diphosphate synthase complex subunit NUS1
92708at50557	NODE_11361:736-2520	126	AX	AX	Krueppel-like factor 10
92898at50557	NODE_9964:367-4675	221	AX	AX	thioredoxin-related transmembrane protein 2 homolog
92918at50557	NODE_1:315732-317940	450	L	AX-L	nucleolar protein 9
92918at50557	NODE_16745:115-2445	468	AX	AX-L	nucleolar protein 9
93063at50557	NODE_222:5226-8141	167	L	AX-L-L	hydroxymethylglutaryl-CoA lyase, mitochondrial
93063at50557	NODE_17215:2926-4723	167	AX	AX-L-L	hydroxymethylglutaryl-CoA lyase, mitochondrial
93063at50557	NODE_8218:128-1731	166	L	AX-L-L	hydroxymethylglutaryl-CoA lyase, mitochondrial
93160at50557	NODE_4286:19067-21669	194	AX	AX	cyclin-related protein FAM58A
93282at50557	NODE_7399:1-10995	250	L	AX-L	protein numb isoform X1
93282at50557	NODE_17951:2061-5251	253	AX	AX-L	protein numb isoform X1
93379at50557	NODE_1645:5457-11196	223	AX	AX	retinol dehydrogenase 14
93513at50557	NODE_655:51326-56311	219	L	L-L	beta-lactamase-like protein 2 homolog
93513at50557	NODE_890:20822-22865	229	L	L-L	beta-lactamase-like protein 2 homolog
93695at50557	NODE_146:9267-11102	250	L	AX-L	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
93695at50557	NODE_12195:237-1885	266	AX	AX-L	evolutionarily conserved signaling intermediate in Toll pathway, mitochondrial
93746at50557	NODE_14109:4505-5685	175	AX	AX	ribosomal RNA small subunit methyltransferase NEP1
93865at50557	NODE_104:32675-42972	220	L	AX-L-L	F-box/SPRY domain-containing protein 1
93865at50557	NODE_927:39864-41308	223	L	AX-L-L	F-box/SPRY domain-containing protein 1
93865at50557	NODE_3780:17061-23523	223	AX	AX-L-L	F-box/SPRY domain-containing protein 1
94143at50557	NODE_2520:22602-29769	339	L	AX-L	Cytochrome P450
94143at50557	NODE_1133:22960-26251	356	AX	AX-L	Cytochrome P450
94216at50557	NODE_19405:3097-4735	404	AX	AX	crossover junction endonuclease MUS81
94377at50557	NODE_2503:12755-17043	244	AX	AX	Vrille
94422at50557	NODE_222:58495-59878	203	L	AX-L	Proteasome subunit alpha type
94422at50557	NODE_28286:951-1902	203	AX	AX-L	Proteasome subunit alpha type
94472at50557	NODE_38294:1-1496	172	AX	AX	transcriptional activator protein Pur-beta isoform X1
94500at50557	NODE_6158:12495-16022	225	L	AX-L	tRNA methyltransferase 10 homolog A
94500at50557	NODE_8534:982-2408	189	AX	AX-L	tRNA methyltransferase 10 homolog A
94520at50557	NODE_10528:780-9863	253	L	AX-L	general transcription factor IIE subunit 1
94520at50557	NODE_4352:8376-12711	277	AX	AX-L	general transcription factor IIE subunit 1
94582at50557	NODE_10329:6486-9475	314	AX	AX-Lk	Uncharacterized protein
94582at50557	NODE_676:14526-28631	332	Lk	AX-Lk	Uncharacterized protein
94759at50557	NODE_733:28548-31429	169	AX	AX	39S ribosomal protein L9, mitochondrial
94916at50557	NODE_9299:2328-3281	237	AX	AX-AX-L	Ribosomal protein L2
94916at50557	NODE_30468:1-1695	237	AX	AX-AX-L	Ribosomal protein L2
94916at50557	NODE_25:117400-122704	237	L	AX-AX-L	Ribosomal protein L2
95131at50557	NODE_15428:1-1905	181	AX	AX	DNA excision repair protein ERCC-1
95142at50557	NODE_6380:86-12281	206	AX	AX	PMP-22/EMP/MP20/Claudin superfamily
95144at50557	NODE_4671:17761-18965	276	L	L-L-L	KRR1 small subunit processome component
95144at50557	NODE_18497:1930-3016	302	L	L-L-L	KRR1 small subunit processome component
95144at50557	NODE_5297:8862-10725	291	L	L-L-L	KRR1 small subunit processome component
95489at50557	NODE_9192:3166-4814	261	AX	AX	protein prenyltransferase alpha subunit repeat-containing protein 1
95496at50557	NODE_7752:5-5601	245	AX	AX	BTB/POZ domain-containing protein 10
95586at50557	NODE_16699:2336-5279	190	AX	AX	protein NipSnap
95598at50557	NODE_10839:3758-5645	185	AX	AX	Pyridoxal phosphate homeostasis protein
95606at50557	NODE_23599:1-2655	224	AX	AX	beta-1,4-galactosyltransferase 7
95758at50557	NODE_2061:30865-33940	206	AX	AX	Ubiquitin thioesterase
95945at50557	NODE_12618:507-1878	272	AX	AX	NADH dehydrogenase
95953at50557	NODE_4488:456-10243	532	AX	AX	dynein assembly factor 5, axonemal
96054at50557	NODE_209:19132-21985	208	L	AX-L	UPF0568 protein C14orf166 homolog
96054at50557	NODE_1993:33781-34810	167	AX	AX-L	UPF0568 protein C14orf166 homolog
96115at50557	NODE_10388:3302-4745	247	AX	AX-L	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
96115at50557	NODE_5750:678-3681	250	L	AX-L	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha
96170at50557	NODE_5564:5976-10000	199	Lk	Lk	probable dolichol-phosphate mannosyltransferase
96194at50557	NODE_1164:6349-10325	171	AX	AX	Cytochrome b5-like heme/steroid binding domain
96211at50557	NODE_3284:14669-19415	196	AX	AX	phosducin-like protein
96248at50557	NODE_15727:396-2442	265	AX	AX-L-L	cysteine and histidine-rich domain-containing protein
96248at50557	NODE_91:1255-3015	254	L	AX-L-L	cysteine and histidine-rich domain-containing protein
96248at50557	NODE_9104:6806-8710	253	L	AX-L-L	cysteine and histidine-rich domain-containing protein
96474at50557	NODE_12439:216-2686	203	AX	AX	N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase
96662at50557	NODE_1639:30531-31620	229	AX	AX	methyltransferase-like protein 23
96740at50557	NODE_15599:2472-5275	280	AX	AX-L	SH3 domain
96740at50557	NODE_58:117845-120047	301	L	AX-L	SH3 domain
96805at50557	NODE_86:74999-79388	155	L	L-Lk	methyltransferase-like protein 22
96805at50557	NODE_1324:19977-28205	144	Lk	L-Lk	methyltransferase-like protein 22
96808at50557	NODE_10984:1-9646	204	AX	AX	Nitric oxide synthase-interacting protein homolog
96857at50557	NODE_10511:1376-7793	261	AX	AX	peptidylglycine alpha-hydroxylating monooxygenase
96874at50557	NODE_7926:884-4655	272	AX	AX	dnaJ homolog subfamily C member 22
96910at50557	NODE_248:16333-27745	259	L	L	vacuolar fusion protein CCZ1 homolog
97065at50557	NODE_6797:6176-15044	193	L	AX-L	viral IAP-associated factor homolog
97065at50557	NODE_35959:1-1675	169	AX	AX-L	viral IAP-associated factor homolog
97090at50557	NODE_3146:21713-26896	159	AX	AX	tRNA (guanine-N(7)-)-methyltransferase
97125at50557	NODE_16138:3193-6106	83	AX	AX	Zinc finger C4H2 domain-containing protein
97131at50557	NODE_8939:6309-10415	209	AX	AX	Down syndrome critical region protein 3 homolog
97186at50557	NODE_4049:3704-11855	214	AX	AX	protein FAM76A
97391at50557	NODE_2579:14627-16620	203	AX	AX-L-L	protein YIPF1
97391at50557	NODE_3560:17211-18777	193	L	AX-L-L	protein YIPF1
97391at50557	NODE_280:38254-39686	195	L	AX-L-L	protein YIPF1
97398at50557	NODE_1116:3247-14905	159	L	L	apolipoprotein D
97426at50557	NODE_5379:15564-17980	205	AX	AX	zinc transporter ZIP9
97692at50557	NODE_3278:2369-5035	209	L	AX-L	eukaryotic translation initiation factor 6
97692at50557	NODE_6183:14378-15826	209	AX	AX-L	eukaryotic translation initiation factor 6
97917at50557	NODE_1134:28777-32373	262	AX	AX-L	probable G-protein coupled receptor 52
97917at50557	NODE_3039:9721-13693	261	L	AX-L	probable G-protein coupled receptor 52
98071at50557	NODE_4049:11352-19053	226	AX	AX	pyridoxal kinase
98332at50557	NODE_37389:1-1571	179	L	AX-L	protein enhancer of sevenless 2B
98332at50557	NODE_10789:670-9457	157	AX	AX-L	protein enhancer of sevenless 2B
98341at50557	NODE_6909:6625-7805	200	Lk	AX-Lk	mannose-P-dolichol utilization defect 1 protein homolog
98341at50557	NODE_4025:10171-11740	208	AX	AX-Lk	mannose-P-dolichol utilization defect 1 protein homolog
98381at50557	NODE_4485:11179-18927	170	AX	AX	box C/D snoRNA protein 1
98383at50557	NODE_3734:12235-16702	191	AX	AX-L-L	methionyl-tRNA formyltransferase, mitochondrial
98383at50557	NODE_1205:41418-43441	194	L	AX-L-L	methionyl-tRNA formyltransferase, mitochondrial
98383at50557	NODE_30:87016-92121	173	L	AX-L-L	methionyl-tRNA formyltransferase, mitochondrial
98392at50557	NODE_6331:1206-3278	279	AX	AX-L	39S ribosomal protein L3, mitochondrial
98392at50557	NODE_890:15550-27314	256	L	AX-L	39S ribosomal protein L3, mitochondrial
98549at50557	NODE_2026:31179-33188	313	L	AX-L	phosphatidylinositol glycan anchor biosynthesis class U protein
98549at50557	NODE_12768:556-4056	339	AX	AX-L	phosphatidylinositol glycan anchor biosynthesis class U protein
98621at50557	NODE_22554:996-3583	131	AX	AX	Serine proteases, trypsin domain
98712at50557	NODE_6449:10652-15743	127	AXp	AXp-L	uncharacterized protein F58A4.6
98712at50557	NODE_9792:23-4366	118	L	AXp-L	uncharacterized protein F58A4.6
98731at50557	NODE_30010:76-2031	190	AX	AX	protein unc-50 homolog
98739at50557	NODE_23895:765-2815	144	AX	AX	synaptosomal-associated protein 29
98887at50557	NODE_2471:3661-5735	157	AX	AX	fibroblast growth factor receptor substrate 2
98900at50557	NODE_20429:106-3417	219	AX	AX	carbonic anhydrase
98955at50557	NODE_7191:600-3927	233	Lk	AX-Lk	DNA-directed RNA polymerase, insert domain
98955at50557	NODE_1247:34057-44103	243	AX	AX-Lk	DNA-directed RNA polymerase, insert domain
98981at50557	NODE_300:69353-72651	264	AX	AX	Stress-activated map kinase-interacting protein 1
98987at50557	NODE_31369:1-2013	144	AX	AX	homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 2 protein
99019at50557	NODE_1309:34652-35530	172	L	AX-L-L	NAD(P)H-hydrate epimerase
99019at50557	NODE_13207:2356-4385	173	AX	AX-L-L	NAD(P)H-hydrate epimerase
99019at50557	NODE_1614:34376-35809	172	L	AX-L-L	NAD(P)H-hydrate epimerase
99059at50557	NODE_2800:3464-4815	184	L	AX-L	translocon-associated protein subunit alpha
99059at50557	NODE_3418:1556-3275	211	AX	AX-L	translocon-associated protein subunit alpha
99132at50557	NODE_22078:618-3585	272	AX	AX	carnosine N-methyltransferase
99263at50557	NODE_3082:11302-14001	172	AX	AX	THUMP domain-containing protein 1 homolog
99280at50557	NODE_24049:1-3506	260	AX	AX	neuroguidin
99293at50557	NODE_3881:10446-19371	322	AX	AX	CRAL-TRIO lipid binding domain
99327at50557	NODE_15048:1293-2335	163	AX	AX	Mediator of RNA polymerase II transcription subunit 20
99401at50557	NODE_1056:16810-21053	114	AX	AX	nuclear migration protein nudC
99751at50557	NODE_8:187024-193534	227	L	L	uncharacterized protein LOC111514913
99756at50557	NODE_30149:737-2115	224	AX	AX	protein RTF2 homolog
99762at50557	NODE_1845:32388-35202	272	AX	AX	syntaxin-16
99770at50557	NODE_421:27860-31746	276	AX	AX	activator of 90 kDa heat shock protein ATPase homolog 1
99773at50557	NODE_7157:3686-8870	295	AX	AX	GPN-loop GTPase 1
99930at50557	NODE_10839:6346-9379	211	AX	AX-L	pinin
99930at50557	NODE_14424:2506-4169	252	L	AX-L	pinin
